https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Core i7 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Pentium Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-vostro-series,Yes,Intel Pentium Quad Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,AMD A10,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,AMD Ryzen 3 ,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,AMD Ryzen 5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,AMD Ryzen 7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Celeron Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core 2 Duo,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i3 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i5 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Core i7 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Pentium Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-elitebook-series,Yes,Intel Pentium Quad Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,AMD A10,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,AMD Ryzen 3 ,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,AMD Ryzen 5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,AMD Ryzen 7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Celeron Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core 2 Duo,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i3 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i5 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Core i7 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Pentium Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-hp-notebook-series,Yes,Intel Pentium Quad Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
Link,Step2Value,Dropdown1,Dropdown2,Dropdown3,Step5Option1,Step5Option2,Step6Option1,Step6Option2,Step6Option3
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,AMD A10,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,AMD Ryzen 3 ,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,AMD Ryzen 5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,AMD Ryzen 7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Celeron Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core 2 Duo,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i3 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i5 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 9th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 11th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Core i7 12th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Pentium Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-legion-series,Yes,Intel Pentium Quad Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,AMD A10,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,AMD Ryzen 3 ,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,AMD Ryzen 5,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,AMD Ryzen 7,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Celeron Dual Core,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core 2 Duo,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 6th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 5th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 4th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 7th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 3rd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 8th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 2nd Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
https://www.cashify.in/sell-old-laptop/used-lenovo-y-series,Yes,Intel Core i3 10th Gen,4 GB,500 GB HDD,12-13 inch,Graphics Card not available,Flawless,More than 3 years,Good
